,fips_txt,Stabr,area_name,median_HHI_2019,bach_deg_pct_14to18,Latitude,Longitude,Brewery_Count
708,18027,IN,"Daviess County, IN",56611.0,13.8,38.69616,-87.076988,0.0
709,18029,IN,"Dearborn County, IN",71351.0,21.6,39.15149,-84.97346,1.0
710,18031,IN,"Decatur County, IN",60891.0,19.6,39.30598,-85.499831,0.0
711,18033,IN,"DeKalb County, IN",59714.0,17.7,41.40119,-85.000185,0.0
712,18035,IN,"Delaware County, IN",45912.0,24.3,40.22717,-85.39885600000001,1.0
713,18037,IN,"Dubois County, IN",63869.0,22.2,38.37334,-86.873385,3.0
714,18039,IN,"Elkhart County, IN",55782.0,19.2,41.60069,-85.863986,3.0
715,18041,IN,"Fayette County, IN",48499.0,11.6,39.63966,-85.18503199999999,0.0
716,18043,IN,"Floyd County, IN",64614.0,29.5,38.31794,-85.911474,2.0
717,18045,IN,"Fountain County, IN",55337.0,15.0,40.12128,-87.234806,0.0
718,18047,IN,"Franklin County, IN",67315.0,19.8,39.40976,-85.066964,0.0
719,18049,IN,"Fulton County, IN",55011.0,14.4,41.05038,-86.265006,0.0
720,18051,IN,"Gibson County, IN",61872.0,17.4,38.317409999999995,-87.580566,0.0
721,18053,IN,"Grant County, IN",47509.0,17.1,40.51576,-85.654946,0.0
722,18055,IN,"Greene County, IN",51918.0,14.8,39.0486,-87.005245,0.0
723,18057,IN,"Hamilton County, IN",107710.0,57.8,40.04987,-86.020586,6.0
724,18059,IN,"Hancock County, IN",77905.0,30.3,39.8226,-85.772904,2.0
725,18061,IN,"Harrison County, IN",64270.0,17.4,38.186440000000005,-86.10368100000001,1.0
726,18063,IN,"Hendricks County, IN",85827.0,36.3,39.76875,-86.510287,2.0
727,18065,IN,"Henry County, IN",49293.0,16.6,39.92958,-85.397338,0.0
728,18067,IN,"Howard County, IN",54048.0,21.2,40.483540000000005,-86.114118,1.0
729,18069,IN,"Huntington County, IN",54565.0,19.0,40.82639,-85.478598,0.0
730,18071,IN,"Jackson County, IN",59472.0,15.5,38.91196,-86.042516,0.0
731,18073,IN,"Jasper County, IN",65352.0,14.9,41.01769,-87.118814,0.0
732,18075,IN,"Jay County, IN",49447.0,10.6,40.43497,-85.00338,0.0
733,18077,IN,"Jefferson County, IN",53378.0,17.9,38.7836,-85.44009,0.0
734,18079,IN,"Jennings County, IN",55022.0,11.1,38.99623,-85.628111,0.0
735,18081,IN,"Johnson County, IN",74427.0,31.8,39.49599,-86.0946,1.0
736,18083,IN,"Knox County, IN",48760.0,16.4,38.68866,-87.420182,0.0
737,18085,IN,"Kosciusko County, IN",64677.0,22.7,41.24429,-85.861575,0.0
738,18087,IN,"LaGrange County, IN",70746.0,10.4,41.64247,-85.426302,0.0
739,18089,IN,"Lake County, IN",57280.0,22.1,41.47224,-87.374337,10.0
740,18091,IN,"LaPorte County, IN",56427.0,17.9,41.549009999999996,-86.744729,4.0
741,18093,IN,"Lawrence County, IN",56261.0,15.5,38.83982,-86.48782,0.0
742,18095,IN,"Madison County, IN",54145.0,18.0,40.1662,-85.722454,1.0
743,18097,IN,"Marion County, IN",50707.0,30.4,39.78298,-86.13579399999999,16.0
744,18099,IN,"Marshall County, IN",53695.0,20.5,41.325,-86.269036,0.0
745,18101,IN,"Martin County, IN",56735.0,13.4,38.70532,-86.801847,0.0
746,18103,IN,"Miami County, IN",53658.0,12.7,40.77288,-86.044259,0.0
747,18105,IN,"Monroe County, IN",53113.0,45.6,39.16075,-86.523325,5.0
748,18107,IN,"Montgomery County, IN",54366.0,18.1,40.0403,-86.892715,1.0
749,18109,IN,"Morgan County, IN",63414.0,16.9,39.48265,-86.447457,0.0
750,18111,IN,"Newton County, IN",61457.0,11.2,40.9624,-87.402172,0.0
751,18113,IN,"Noble County, IN",60980.0,14.3,41.40079,-85.41785,0.0
752,18115,IN,"Ohio County, IN",58294.0,13.7,38.940529999999995,-84.964299,0.0
753,18117,IN,"Orange County, IN",47931.0,12.3,38.54738,-86.489257,0.0
754,18119,IN,"Owen County, IN",53387.0,12.6,39.31734,-86.83884499999999,0.0
755,18121,IN,"Parke County, IN",51554.0,12.2,39.77425,-87.19695,0.0
756,18123,IN,"Perry County, IN",53908.0,14.9,38.08144,-86.62654,0.0
757,18125,IN,"Pike County, IN",52378.0,13.7,38.3979,-87.23253199999999,0.0
758,18127,IN,"Porter County, IN",74064.0,28.2,41.50992,-87.071308,3.0
759,18129,IN,"Posey County, IN",68435.0,20.7,38.027609999999996,-87.86865300000001,1.0
760,18131,IN,"Pulaski County, IN",52432.0,12.5,41.04527,-86.692538,0.0
761,18133,IN,"Putnam County, IN",64098.0,16.1,39.66555,-86.853325,1.0
762,18135,IN,"Randolph County, IN",50496.0,14.3,40.16441,-85.005004,0.0
763,18137,IN,"Ripley County, IN",61219.0,18.1,39.100229999999996,-85.260541,1.0
764,18139,IN,"Rush County, IN",54371.0,13.0,39.62231,-85.466527,0.0
765,18141,IN,"St. Joseph County, IN",53881.0,29.2,41.6177,-86.288159,3.0
766,18143,IN,"Scott County, IN",50571.0,11.9,38.679429999999996,-85.751898,0.0
767,18145,IN,"Shelby County, IN",59798.0,19.4,39.52414,-85.792174,0.0
768,18147,IN,"Spencer County, IN",59183.0,14.9,38.00979,-87.010645,0.0
769,18149,IN,"Starke County, IN",54001.0,10.8,41.28322,-86.64757,1.0
770,18151,IN,"Steuben County, IN",59444.0,20.6,41.643440000000005,-85.00246700000001,1.0
771,18153,IN,"Sullivan County, IN",53375.0,10.8,39.08923,-87.41584300000001,0.0
772,18155,IN,"Switzerland County, IN",52482.0,9.9,38.82585,-85.029679,0.0
773,18157,IN,"Tippecanoe County, IN",51228.0,37.7,40.38926,-86.89394300000001,3.0
774,18159,IN,"Tipton County, IN",69960.0,23.0,40.31023,-86.056207,0.0
775,18161,IN,"Union County, IN",53866.0,16.9,39.62311,-84.925152,1.0
776,18163,IN,"Vanderburgh County, IN",51603.0,26.3,38.020070000000004,-87.586166,2.0
777,18165,IN,"Vermillion County, IN",50723.0,13.4,39.85405,-87.462071,0.0
778,18167,IN,"Vigo County, IN",48082.0,24.5,39.429140000000004,-87.390375,1.0
779,18169,IN,"Wabash County, IN",59874.0,18.4,40.843720000000005,-85.795175,0.0
780,18171,IN,"Warren County, IN",64109.0,18.9,40.35266,-87.375847,0.0
781,18173,IN,"Warrick County, IN",79644.0,29.6,38.09776,-87.272023,0.0
782,18175,IN,"Washington County, IN",51948.0,13.2,38.600609999999996,-86.10475100000001,0.0
783,18177,IN,"Wayne County, IN",47885.0,18.2,39.86309,-85.00673499999999,2.0
784,18179,IN,"Wells County, IN",61636.0,18.1,40.73527,-85.212974,0.0
785,18181,IN,"White County, IN",58295.0,16.8,40.75095,-86.864293,0.0
786,18183,IN,"Whitley County, IN",67347.0,20.9,41.13643,-85.501892,0.0
787,19001,IA,"Adair County, IA",57977.0,15.4,41.32853,-94.478164,0.0
788,19003,IA,"Adams County, IA",53385.0,17.7,41.02166,-94.69690600000001,0.0
789,19005,IA,"Allamakee County, IA",56240.0,18.5,43.27496,-91.382751,0.0
790,19007,IA,"Appanoose County, IA",41672.0,17.1,40.744679999999995,-92.870345,0.0
791,19009,IA,"Audubon County, IA",53197.0,14.6,41.67918,-94.904312,0.0
792,19011,IA,"Benton County, IA",70023.0,22.6,42.09255,-92.05763,0.0
793,19013,IA,"Black Hawk County, IA",60010.0,28.6,42.47289,-92.30605899999999,4.0
794,19015,IA,"Boone County, IA",63975.0,24.8,42.0386,-93.939138,1.0
795,19017,IA,"Bremer County, IA",67229.0,30.3,42.78089,-92.327586,0.0
796,19019,IA,"Buchanan County, IA",67906.0,20.6,42.47033,-91.838666,0.0
797,19021,IA,"Buena Vista County, IA",57048.0,19.6,42.74152,-95.14143299999999,0.0
798,19023,IA,"Butler County, IA",57080.0,17.5,42.73471,-92.780066,0.0
799,19025,IA,"Calhoun County, IA",57007.0,19.5,42.38617,-94.643683,0.0
800,19027,IA,"Carroll County, IA",61379.0,22.2,42.03949,-94.86764699999999,1.0
801,19029,IA,"Cass County, IA",53692.0,19.6,41.33382,-94.933302,0.0
802,19031,IA,"Cedar County, IA",71029.0,23.0,41.77236,-91.13219000000001,0.0
803,19033,IA,"Cerro Gordo County, IA",54589.0,22.7,43.07517,-93.251266,2.0
804,19035,IA,"Cherokee County, IA",59901.0,21.4,42.742740000000005,-95.633262,0.0
805,19037,IA,"Chickasaw County, IA",60111.0,16.9,43.059740000000005,-92.31721,0.0
806,19039,IA,"Clarke County, IA",57708.0,16.9,41.02919,-93.78409599999999,0.0
807,19041,IA,"Clay County, IA",57174.0,22.6,43.07982,-95.149726,0.0
808,19043,IA,"Clayton County, IA",53223.0,17.2,42.841,-91.323511,1.0
809,19045,IA,"Clinton County, IA",56865.0,19.1,41.898070000000004,-90.534243,0.0
810,19047,IA,"Crawford County, IA",58077.0,12.8,42.04312,-95.38909,0.0
811,19049,IA,"Dallas County, IA",97535.0,49.4,41.685320000000004,-94.040707,1.0
812,19051,IA,"Davis County, IA",57150.0,20.5,40.748090000000005,-92.41034499999999,0.0
813,19053,IA,"Decatur County, IA",44873.0,23.5,40.73638,-93.78458,0.0
814,19055,IA,"Delaware County, IA",70091.0,16.6,42.473,-91.359443,1.0
815,19057,IA,"Des Moines County, IA",53547.0,20.5,40.91534,-91.186925,2.0
816,19059,IA,"Dickinson County, IA",66211.0,31.3,43.38961,-95.196057,1.0
817,19061,IA,"Dubuque County, IA",62481.0,30.5,42.46348,-90.878771,3.0
818,19063,IA,"Emmet County, IA",55635.0,20.2,43.37798,-94.66937,0.0
819,19065,IA,"Fayette County, IA",53142.0,19.8,42.86445,-91.839373,0.0
820,19067,IA,"Floyd County, IA",55369.0,19.9,43.05274,-92.787367,0.0
821,19069,IA,"Franklin County, IA",55847.0,17.7,42.73655,-93.271425,1.0
822,19071,IA,"Fremont County, IA",60498.0,19.3,40.74373,-95.59951600000001,0.0
823,19073,IA,"Greene County, IA",55562.0,20.1,42.04249,-94.388703,0.0
824,19075,IA,"Grundy County, IA",73683.0,28.0,42.40332,-92.790261,0.0
825,19077,IA,"Guthrie County, IA",64965.0,19.8,41.68357,-94.501272,0.0
826,19079,IA,"Hamilton County, IA",63234.0,24.3,42.39077,-93.709198,1.0
827,19081,IA,"Hancock County, IA",62030.0,23.1,43.07541,-93.743697,0.0
828,19083,IA,"Hardin County, IA",57103.0,19.8,42.389959999999995,-93.24108100000001,0.0
829,19085,IA,"Harrison County, IA",63901.0,18.8,41.68858,-95.827149,0.0
830,19087,IA,"Henry County, IA",57747.0,20.1,40.985859999999995,-91.54427,0.0
831,19089,IA,"Howard County, IA",58028.0,14.9,43.36531,-92.321908,0.0
832,19091,IA,"Humboldt County, IA",56695.0,20.8,42.78222,-94.202775,1.0
833,19093,IA,"Ida County, IA",58249.0,19.0,42.39186,-95.507421,0.0
834,19095,IA,"Iowa County, IA",66861.0,19.1,41.68392,-92.059123,1.0
835,19097,IA,"Jackson County, IA",57687.0,18.8,42.16428,-90.574597,0.0
836,19099,IA,"Jasper County, IA",67317.0,17.9,41.68569,-93.052971,0.0
837,19101,IA,"Jefferson County, IA",51741.0,31.6,41.006879999999995,-91.967137,0.0
838,19103,IA,"Johnson County, IA",67295.0,53.0,41.66874,-91.588812,5.0
839,19105,IA,"Jones County, IA",63399.0,18.4,42.12512,-91.11691400000001,0.0
840,19107,IA,"Keokuk County, IA",54937.0,18.2,41.331179999999996,-92.167721,0.0
841,19109,IA,"Kossuth County, IA",59568.0,18.3,43.21248,-94.213983,0.0
842,19111,IA,"Lee County, IA",51089.0,15.7,40.64759,-91.47715699999999,2.0
843,19113,IA,"Linn County, IA",64783.0,33.0,42.07795,-91.597674,6.0
844,19115,IA,"Louisa County, IA",60544.0,14.2,41.21821,-91.25699399999999,0.0
845,19117,IA,"Lucas County, IA",53085.0,17.0,41.03334,-93.331467,0.0
846,19119,IA,"Lyon County, IA",66139.0,21.4,43.38358,-96.207201,0.0
847,19121,IA,"Madison County, IA",72578.0,23.9,41.33062,-94.01518399999999,0.0
848,19123,IA,"Mahaska County, IA",59242.0,22.3,41.3308,-92.63636600000001,0.0
849,19125,IA,"Marion County, IA",66381.0,26.4,41.33146,-93.093849,1.0
850,19127,IA,"Marshall County, IA",55631.0,19.0,42.04169,-92.981452,1.0
851,19129,IA,"Mills County, IA",72679.0,23.7,41.0337,-95.619101,1.0
852,19131,IA,"Mitchell County, IA",61247.0,17.7,43.34856,-92.78446600000001,1.0
853,19133,IA,"Monona County, IA",53104.0,16.7,42.04943,-95.95656600000001,0.0
854,19135,IA,"Monroe County, IA",56397.0,16.6,41.02885,-92.869642,1.0
855,19137,IA,"Montgomery County, IA",52715.0,17.5,41.02174,-95.15779,0.0
856,19139,IA,"Muscatine County, IA",61767.0,22.0,41.483779999999996,-91.11869899999999,2.0
857,19141,IA,"O'Brien County, IA",60298.0,19.9,43.08375,-95.625624,0.0
858,19143,IA,"Osceola County, IA",60702.0,18.1,43.37854,-95.633788,1.0
859,19145,IA,"Page County, IA",52179.0,21.3,40.739090000000004,-95.14429,1.0
860,19147,IA,"Palo Alto County, IA",55074.0,25.0,43.07585,-94.66729699999999,0.0
861,19149,IA,"Plymouth County, IA",69165.0,21.0,42.737590000000004,-96.215864,0.0
862,19151,IA,"Pocahontas County, IA",56146.0,14.7,42.73403,-94.678279,0.0
863,19153,IA,"Polk County, IA",67331.0,36.1,41.68428,-93.56971999999999,10.0
864,19155,IA,"Pottawattamie County, IA",60322.0,21.2,41.34018,-95.544905,0.0
865,19157,IA,"Poweshiek County, IA",57741.0,25.1,41.68453,-92.522882,0.0
866,19159,IA,"Ringgold County, IA",50890.0,20.6,40.73533,-94.244251,0.0
867,19161,IA,"Sac County, IA",59392.0,20.6,42.38753,-95.10522399999999,0.0
868,19163,IA,"Scott County, IA",65724.0,31.9,41.64168,-90.62229,5.0
869,19165,IA,"Shelby County, IA",60498.0,20.8,41.67901,-95.30891700000001,0.0
870,19167,IA,"Sioux County, IA",71566.0,28.1,43.08285,-96.177929,0.0
871,19169,IA,"Story County, IA",64151.0,51.1,42.03754,-93.466093,2.0
872,19171,IA,"Tama County, IA",56281.0,16.1,42.07485,-92.529412,0.0
873,19173,IA,"Taylor County, IA",51510.0,14.9,40.73795,-94.697108,0.0
874,19175,IA,"Union County, IA",52914.0,17.2,41.02855,-94.245091,0.0
875,19177,IA,"Van Buren County, IA",50425.0,14.1,40.75412,-91.952943,0.0
876,19179,IA,"Wapello County, IA",50533.0,18.0,41.031259999999996,-92.409482,1.0
877,19181,IA,"Warren County, IA",79557.0,31.7,41.33677,-93.564366,1.0
878,19183,IA,"Washington County, IA",63230.0,21.5,41.3294,-91.725052,1.0
879,19185,IA,"Wayne County, IA",49962.0,13.0,40.739979999999996,-93.332613,0.0
880,19187,IA,"Webster County, IA",53344.0,19.6,42.4344,-94.17915699999999,1.0
881,19189,IA,"Winnebago County, IA",50258.0,22.4,43.37812,-93.743488,1.0
882,19191,IA,"Winneshiek County, IA",65482.0,29.7,43.29299,-91.850788,2.0
883,19193,IA,"Woodbury County, IA",58419.0,23.0,42.39322,-96.053296,2.0
884,19195,IA,"Worth County, IA",60139.0,15.5,43.373490000000004,-93.248533,1.0
885,19197,IA,"Wright County, IA",54251.0,17.7,42.73301,-93.734735,1.0
886,20001,KS,"Allen County, KS",46690.0,20.4,37.88423,-95.300945,0.0
887,20003,KS,"Anderson County, KS",51352.0,17.5,38.215109999999996,-95.292046,0.0
888,20005,KS,"Atchison County, KS",51860.0,21.9,39.532540000000004,-95.31339799999999,0.0
889,20007,KS,"Barber County, KS",50660.0,18.3,37.22291,-98.685052,0.0
890,20009,KS,"Barton County, KS",50754.0,18.4,38.48124,-98.767837,1.0
891,20011,KS,"Bourbon County, KS",47452.0,20.6,37.8561,-94.850928,1.0
892,20013,KS,"Brown County, KS",47558.0,21.8,39.82593,-95.569905,0.0
893,20015,KS,"Butler County, KS",66199.0,29.0,37.77368,-96.838762,1.0
894,20017,KS,"Chase County, KS",51022.0,21.6,38.29855,-96.594064,0.0
895,20019,KS,"Chautauqua County, KS",43664.0,16.8,37.15426,-96.245396,0.0
896,20021,KS,"Cherokee County, KS",47682.0,19.1,37.16939,-94.845698,0.0
897,20023,KS,"Cheyenne County, KS",47323.0,26.3,39.78926,-101.72730200000001,0.0
898,20025,KS,"Clark County, KS",59085.0,31.5,37.23383,-99.813869,0.0
899,20027,KS,"Clay County, KS",52781.0,27.2,39.34496,-97.168853,0.0
900,20029,KS,"Cloud County, KS",46299.0,22.5,39.48733,-97.64139,0.0
901,20031,KS,"Coffey County, KS",62715.0,22.9,38.23645,-95.729137,0.0
902,20033,KS,"Comanche County, KS",47854.0,18.6,37.18907,-99.25408900000001,0.0
903,20035,KS,"Cowley County, KS",51537.0,20.1,37.23451,-96.83724699999999,0.0
904,20037,KS,"Crawford County, KS",42723.0,29.5,37.50563,-94.853941,0.0
905,20039,KS,"Decatur County, KS",46878.0,23.5,39.78354,-100.45970799999999,0.0
906,20041,KS,"Dickinson County, KS",58066.0,22.1,38.867740000000005,-97.157943,0.0
907,20043,KS,"Doniphan County, KS",52596.0,19.3,39.7885,-95.147225,0.0
908,20045,KS,"Douglas County, KS",62559.0,50.4,38.896570000000004,-95.290529,4.0
909,20047,KS,"Edwards County, KS",49047.0,17.9,37.8836,-99.304746,0.0
910,20049,KS,"Elk County, KS",41930.0,15.0,37.45603,-96.244642,0.0
911,20051,KS,"Ellis County, KS",51237.0,34.8,38.9146,-99.317329,1.0
912,20053,KS,"Ellsworth County, KS",56988.0,20.4,38.70085,-98.20535500000001,0.0
913,20055,KS,"Finney County, KS",57412.0,17.1,38.049859999999995,-100.739929,0.0
914,20057,KS,"Ford County, KS",54604.0,17.6,37.68837,-99.884734,1.0
915,20059,KS,"Franklin County, KS",55984.0,19.5,38.55802,-95.27896199999999,0.0
916,20061,KS,"Geary County, KS",58978.0,21.9,39.002159999999996,-96.768038,0.0
917,20063,KS,"Gove County, KS",52986.0,22.7,38.91724,-100.48736,0.0
918,20065,KS,"Graham County, KS",48912.0,26.2,39.34945,-99.88095200000001,0.0
919,20067,KS,"Grant County, KS",65178.0,15.4,37.547540000000005,-101.299362,0.0
920,20069,KS,"Gray County, KS",69077.0,21.0,37.74451,-100.451716,0.0
921,20071,KS,"Greeley County, KS",58492.0,29.0,38.48041,-101.805984,0.0
922,20073,KS,"Greenwood County, KS",44876.0,19.6,37.878659999999996,-96.242232,0.0
923,20075,KS,"Hamilton County, KS",55857.0,18.2,37.99524,-101.793689,0.0
924,20077,KS,"Harper County, KS",47540.0,17.1,37.188179999999996,-98.06659,0.0
925,20079,KS,"Harvey County, KS",62961.0,31.0,38.05014,-97.436707,0.0
926,20081,KS,"Haskell County, KS",62477.0,16.3,37.55855,-100.876869,0.0
927,20083,KS,"Hodgeman County, KS",58360.0,28.4,38.08749,-99.89840699999999,0.0
928,20085,KS,"Jackson County, KS",60615.0,21.3,39.410990000000005,-95.79450899999999,0.0
929,20087,KS,"Jefferson County, KS",68549.0,21.9,39.23964,-95.375314,0.0
930,20089,KS,"Jewell County, KS",46017.0,16.9,39.77701,-98.222584,0.0
931,20091,KS,"Johnson County, KS",91913.0,55.3,38.88391,-94.82233000000001,2.0
932,20093,KS,"Kearny County, KS",67301.0,15.9,37.99446,-101.308136,0.0
933,20095,KS,"Kingman County, KS",56907.0,24.2,37.55295,-98.144529,0.0
934,20097,KS,"Kiowa County, KS",49588.0,27.9,37.56123,-99.286539,0.0
935,20099,KS,"Labette County, KS",44170.0,17.8,37.19147,-95.297473,0.0
936,20101,KS,"Lane County, KS",60315.0,21.6,38.48129,-100.466185,0.0
937,20103,KS,"Leavenworth County, KS",75840.0,31.7,39.18951,-95.038977,1.0
938,20105,KS,"Lincoln County, KS",47557.0,22.6,39.04728,-98.214265,0.0
939,20107,KS,"Linn County, KS",62876.0,16.0,38.21655,-94.844932,0.0
940,20109,KS,"Logan County, KS",53538.0,17.6,38.913270000000004,-101.15740699999999,0.0
941,20111,KS,"Lyon County, KS",49840.0,27.3,38.4555,-96.161589,1.0
942,20113,KS,"McPherson County, KS",65834.0,29.0,38.39581,-97.64748900000001,0.0
943,20115,KS,"Marion County, KS",51771.0,25.1,38.35965,-97.10277099999999,0.0
944,20117,KS,"Marshall County, KS",55858.0,18.6,39.782709999999994,-96.521243,0.0
945,20119,KS,"Meade County, KS",64640.0,20.1,37.24389,-100.36009399999999,0.0
946,20121,KS,"Miami County, KS",74428.0,27.7,38.56677,-94.832963,0.0
947,20123,KS,"Mitchell County, KS",51979.0,25.3,39.393029999999996,-98.207362,0.0
948,20125,KS,"Montgomery County, KS",44240.0,18.2,37.18954,-95.742403,0.0
949,20127,KS,"Morris County, KS",54775.0,20.1,38.6877,-96.64490500000001,0.0
950,20129,KS,"Morton County, KS",56175.0,17.1,37.18525,-101.809516,0.0
951,20131,KS,"Nemaha County, KS",63373.0,24.5,39.79104,-96.005381,0.0
952,20133,KS,"Neosho County, KS",49533.0,20.6,37.56428,-95.31568299999999,0.0
953,20135,KS,"Ness County, KS",54727.0,18.9,38.48044,-99.908745,0.0
954,20137,KS,"Norton County, KS",49739.0,15.9,39.78387,-99.899235,0.0
955,20139,KS,"Osage County, KS",55655.0,18.6,38.64971,-95.727275,0.0
956,20141,KS,"Osborne County, KS",46351.0,23.0,39.34865,-98.767876,0.0
957,20143,KS,"Ottawa County, KS",58729.0,23.5,39.13796,-97.654803,0.0
958,20145,KS,"Pawnee County, KS",65141.0,18.8,38.18287,-99.23215400000001,0.0
959,20147,KS,"Phillips County, KS",51546.0,22.3,39.78451,-99.34215,0.0
960,20149,KS,"Pottawatomie County, KS",73685.0,34.5,39.38219,-96.337113,0.0
961,20151,KS,"Pratt County, KS",53980.0,28.1,37.64759,-98.74011999999999,0.0
962,20153,KS,"Rawlins County, KS",50768.0,25.1,39.7862,-101.076738,0.0
963,20155,KS,"Reno County, KS",53371.0,20.5,37.948190000000004,-98.078346,1.0
964,20157,KS,"Republic County, KS",47082.0,24.5,39.82891,-97.650921,0.0
965,20159,KS,"Rice County, KS",56350.0,23.2,38.34718,-98.201415,0.0
966,20161,KS,"Riley County, KS",51996.0,46.0,39.29121,-96.727489,3.0
967,20163,KS,"Rooks County, KS",49485.0,24.0,39.34601,-99.324492,0.0
968,20165,KS,"Rush County, KS",53189.0,23.1,38.523590000000006,-99.30918299999999,0.0
969,20167,KS,"Russell County, KS",46112.0,25.9,38.91684,-98.765638,0.0
970,20169,KS,"Saline County, KS",56741.0,26.2,38.78633,-97.650153,1.0
971,20171,KS,"Scott County, KS",62914.0,24.9,38.48188,-100.90635999999999,0.0
972,20173,KS,"Sedgwick County, KS",60014.0,30.9,37.68381,-97.459451,8.0
973,20175,KS,"Seward County, KS",55727.0,11.1,37.18059,-100.854741,0.0
974,20177,KS,"Shawnee County, KS",59451.0,30.8,39.04181,-95.755664,3.0
975,20179,KS,"Sheridan County, KS",54627.0,21.4,39.35054,-100.44120600000001,0.0
976,20181,KS,"Sherman County, KS",54000.0,19.1,39.35135,-101.719859,0.0
977,20183,KS,"Smith County, KS",45915.0,19.1,39.784659999999995,-98.78543,0.0
978,20185,KS,"Stafford County, KS",51007.0,23.9,38.03563,-98.719889,0.0
979,20187,KS,"Stanton County, KS",63401.0,19.3,37.56593,-101.789383,0.0
980,20189,KS,"Stevens County, KS",61264.0,12.2,37.20236,-101.31579599999999,0.0
981,20191,KS,"Sumner County, KS",53618.0,22.2,37.23666,-97.493349,0.0
982,20193,KS,"Thomas County, KS",58652.0,25.5,39.35771,-101.083439,0.0
983,20195,KS,"Trego County, KS",52597.0,22.8,38.9213,-99.86542299999999,0.0
984,20197,KS,"Wabaunsee County, KS",66168.0,23.3,38.95515,-96.201262,0.0
985,20199,KS,"Wallace County, KS",54714.0,30.9,38.926629999999996,-101.771103,0.0
986,20201,KS,"Washington County, KS",46263.0,20.3,39.776709999999994,-97.095611,1.0
987,20203,KS,"Wichita County, KS",54009.0,21.1,38.48192,-101.34743399999999,0.0
988,20205,KS,"Wilson County, KS",46243.0,14.4,37.55852,-95.745175,0.0
989,20207,KS,"Woodson County, KS",43751.0,13.5,37.88848,-95.757553,0.0
990,20209,KS,"Wyandotte County, KS",47292.0,17.4,39.11538,-94.763087,1.0
991,21001,KY,"Adair County, KY",37650.0,16.3,37.105540000000005,-85.281401,0.0
992,21003,KY,"Allen County, KY",47307.0,14.6,36.75077,-86.192458,0.0
993,21005,KY,"Anderson County, KY",61308.0,20.3,38.0054,-84.986417,0.0
994,21007,KY,"Ballard County, KY",48053.0,13.3,37.051120000000004,-89.009178,0.0
995,21009,KY,"Barren County, KY",44859.0,16.0,36.963609999999996,-85.92499000000001,0.0
996,21011,KY,"Bath County, KY",42248.0,12.4,38.15225,-83.737641,0.0
997,21013,KY,"Bell County, KY",30940.0,8.9,36.72268,-83.681046,0.0
998,21015,KY,"Boone County, KY",78806.0,31.6,38.9746,-84.731444,1.0
999,21017,KY,"Bourbon County, KY",47046.0,18.9,38.20256,-84.20985999999999,1.0
1000,21019,KY,"Boyd County, KY",50017.0,20.2,38.36,-82.68140600000001,0.0
1001,21021,KY,"Boyle County, KY",53644.0,23.4,37.6182,-84.873016,1.0
1002,21023,KY,"Bracken County, KY",53289.0,13.7,38.67852,-84.10035500000001,0.0
1003,21025,KY,"Breathitt County, KY",33407.0,14.3,37.52118,-83.322401,0.0
1004,21027,KY,"Breckinridge County, KY",46069.0,11.1,37.77811,-86.432829,0.0
1005,21029,KY,"Bullitt County, KY",66335.0,14.2,37.969570000000004,-85.703036,0.0
1006,21031,KY,"Butler County, KY",46305.0,12.6,37.20701,-86.68247099999999,0.0
1007,21033,KY,"Caldwell County, KY",44144.0,15.3,37.14864,-87.87051,0.0
1008,21035,KY,"Calloway County, KY",45574.0,29.0,36.620979999999996,-88.274086,0.0
1009,21037,KY,"Campbell County, KY",66520.0,33.5,38.946979999999996,-84.379583,4.0
1010,21039,KY,"Carlisle County, KY",49659.0,14.8,36.85773,-88.975757,0.0
1011,21041,KY,"Carroll County, KY",51672.0,8.8,38.668279999999996,-85.124083,0.0
1012,21043,KY,"Carter County, KY",43492.0,13.7,38.30956,-83.04882099999999,0.0
1013,21045,KY,"Casey County, KY",34751.0,13.3,37.32196,-84.92822,0.0
1014,21047,KY,"Christian County, KY",46390.0,17.3,36.893390000000004,-87.493554,1.0
1015,21049,KY,"Clark County, KY",55428.0,20.1,37.97013,-84.144974,0.0
1016,21051,KY,"Clay County, KY",30175.0,9.5,37.16447,-83.710763,0.0
1017,21053,KY,"Clinton County, KY",34005.0,10.1,36.72912,-85.153499,0.0
1018,21055,KY,"Crittenden County, KY",44595.0,13.1,37.35815,-88.10501,0.0
1019,21057,KY,"Cumberland County, KY",34897.0,13.1,36.78423,-85.393499,0.0
1020,21059,KY,"Daviess County, KY",52620.0,22.9,37.73167,-87.08713900000001,0.0
1021,21061,KY,"Edmonson County, KY",47482.0,10.8,37.22786,-86.21777800000001,0.0
1022,21063,KY,"Elliott County, KY",34262.0,8.3,38.11643,-83.097541,0.0
1023,21065,KY,"Estill County, KY",35004.0,9.9,37.69246,-83.963927,0.0
1024,21067,KY,"Fayette County, KY",58981.0,42.9,38.04016,-84.458443,11.0
1025,21069,KY,"Fleming County, KY",43943.0,12.7,38.36843,-83.706152,0.0
1026,21071,KY,"Floyd County, KY",35828.0,11.2,37.558279999999996,-82.740337,0.0
1027,21073,KY,"Franklin County, KY",58917.0,29.8,38.23492,-84.868786,0.0
1028,21075,KY,"Fulton County, KY",34376.0,13.3,36.552620000000005,-89.18772299999999,0.0
1029,21077,KY,"Gallatin County, KY",55273.0,11.6,38.76018,-84.862114,0.0
