fips_txt,Stabr,area_name,median_HHI_2019,bach_deg_pct_14to18,Latitude,Longitude
18137,IN,"Ripley County, IN",61219.00,18.1,39.10023,-85.260541
18139,IN,"Rush County, IN",54371.00,13,39.62231,-85.466527
18141,IN,"St. Joseph County, IN",53881.00,29.2,41.6177,-86.288159
18143,IN,"Scott County, IN",50571.00,11.9,38.67943,-85.751898
18145,IN,"Shelby County, IN",59798.00,19.4,39.52414,-85.792174
18147,IN,"Spencer County, IN",59183.00,14.9,38.00979,-87.010645
18149,IN,"Starke County, IN",54001.00,10.8,41.28322,-86.64757
18151,IN,"Steuben County, IN",59444.00,20.6,41.64344,-85.002467
18153,IN,"Sullivan County, IN",53375.00,10.8,39.08923,-87.415843
18155,IN,"Switzerland County, IN",52482.00,9.9,38.82585,-85.029679
18157,IN,"Tippecanoe County, IN",51228.00,37.7,40.38926,-86.893943
18159,IN,"Tipton County, IN",69960.00,23,40.31023,-86.056207
18161,IN,"Union County, IN",53866.00,16.9,39.62311,-84.925152
18163,IN,"Vanderburgh County, IN",51603.00,26.3,38.02007,-87.586166
18165,IN,"Vermillion County, IN",50723.00,13.4,39.85405,-87.462071
18167,IN,"Vigo County, IN",48082.00,24.5,39.42914,-87.390375
18169,IN,"Wabash County, IN",59874.00,18.4,40.84372,-85.795175
18171,IN,"Warren County, IN",64109.00,18.9,40.35266,-87.375847
18173,IN,"Warrick County, IN",79644.00,29.6,38.09776,-87.272023
18175,IN,"Washington County, IN",51948.00,13.2,38.60061,-86.104751
18177,IN,"Wayne County, IN",47885.00,18.2,39.86309,-85.006735
18179,IN,"Wells County, IN",61636.00,18.1,40.73527,-85.212974
18181,IN,"White County, IN",58295.00,16.8,40.75095,-86.864293
18183,IN,"Whitley County, IN",67347.00,20.9,41.13643,-85.501892
19001,IA,"Adair County, IA",57977.00,15.4,41.32853,-94.478164
19003,IA,"Adams County, IA",53385.00,17.7,41.02166,-94.696906
19005,IA,"Allamakee County, IA",56240.00,18.5,43.27496,-91.382751
19007,IA,"Appanoose County, IA",41672.00,17.1,40.74468,-92.870345
19009,IA,"Audubon County, IA",53197.00,14.6,41.67918,-94.904312
19011,IA,"Benton County, IA",70023.00,22.6,42.09255,-92.05763
19013,IA,"Black Hawk County, IA",60010.00,28.6,42.47289,-92.306059
19015,IA,"Boone County, IA",63975.00,24.8,42.0386,-93.939138
19017,IA,"Bremer County, IA",67229.00,30.3,42.78089,-92.327586
19019,IA,"Buchanan County, IA",67906.00,20.6,42.47033,-91.838666
19021,IA,"Buena Vista County, IA",57048.00,19.6,42.74152,-95.141433
19023,IA,"Butler County, IA",57080.00,17.5,42.73471,-92.780066
19025,IA,"Calhoun County, IA",57007.00,19.5,42.38617,-94.643683
19027,IA,"Carroll County, IA",61379.00,22.2,42.03949,-94.867647
19029,IA,"Cass County, IA",53692.00,19.6,41.33382,-94.933302
19031,IA,"Cedar County, IA",71029.00,23,41.77236,-91.13219
19033,IA,"Cerro Gordo County, IA",54589.00,22.7,43.07517,-93.251266
19035,IA,"Cherokee County, IA",59901.00,21.4,42.74274,-95.633262
19037,IA,"Chickasaw County, IA",60111.00,16.9,43.05974,-92.31721
19039,IA,"Clarke County, IA",57708.00,16.9,41.02919,-93.784096
19041,IA,"Clay County, IA",57174.00,22.6,43.07982,-95.149726
19043,IA,"Clayton County, IA",53223.00,17.2,42.841,-91.323511
19045,IA,"Clinton County, IA",56865.00,19.1,41.89807,-90.534243
19047,IA,"Crawford County, IA",58077.00,12.8,42.04312,-95.38909
19049,IA,"Dallas County, IA",97535.00,49.4,41.68532,-94.040707
19051,IA,"Davis County, IA",57150.00,20.5,40.74809,-92.410345
19053,IA,"Decatur County, IA",44873.00,23.5,40.73638,-93.78458
19055,IA,"Delaware County, IA",70091.00,16.6,42.473,-91.359443
19057,IA,"Des Moines County, IA",53547.00,20.5,40.91534,-91.186925
19059,IA,"Dickinson County, IA",66211.00,31.3,43.38961,-95.196057
19061,IA,"Dubuque County, IA",62481.00,30.5,42.46348,-90.878771
19063,IA,"Emmet County, IA",55635.00,20.2,43.37798,-94.66937
19065,IA,"Fayette County, IA",53142.00,19.8,42.86445,-91.839373
19067,IA,"Floyd County, IA",55369.00,19.9,43.05274,-92.787367
19069,IA,"Franklin County, IA",55847.00,17.7,42.73655,-93.271425
19071,IA,"Fremont County, IA",60498.00,19.3,40.74373,-95.599516
19073,IA,"Greene County, IA",55562.00,20.1,42.04249,-94.388703
19075,IA,"Grundy County, IA",73683.00,28,42.40332,-92.790261
19077,IA,"Guthrie County, IA",64965.00,19.8,41.68357,-94.501272
19079,IA,"Hamilton County, IA",63234.00,24.3,42.39077,-93.709198
19081,IA,"Hancock County, IA",62030.00,23.1,43.07541,-93.743697
19083,IA,"Hardin County, IA",57103.00,19.8,42.38996,-93.241081
19085,IA,"Harrison County, IA",63901.00,18.8,41.68858,-95.827149
19087,IA,"Henry County, IA",57747.00,20.1,40.98586,-91.54427
19089,IA,"Howard County, IA",58028.00,14.9,43.36531,-92.321908
19091,IA,"Humboldt County, IA",56695.00,20.8,42.78222,-94.202775
19093,IA,"Ida County, IA",58249.00,19,42.39186,-95.507421
19095,IA,"Iowa County, IA",66861.00,19.1,41.68392,-92.059123
19097,IA,"Jackson County, IA",57687.00,18.8,42.16428,-90.574597
19099,IA,"Jasper County, IA",67317.00,17.9,41.68569,-93.052971
19101,IA,"Jefferson County, IA",51741.00,31.6,41.00688,-91.967137
19103,IA,"Johnson County, IA",67295.00,53,41.66874,-91.588812
19105,IA,"Jones County, IA",63399.00,18.4,42.12512,-91.116914
19107,IA,"Keokuk County, IA",54937.00,18.2,41.33118,-92.167721
19109,IA,"Kossuth County, IA",59568.00,18.3,43.21248,-94.213983
19111,IA,"Lee County, IA",51089.00,15.7,40.64759,-91.477157
19113,IA,"Linn County, IA",64783.00,33,42.07795,-91.597674
19115,IA,"Louisa County, IA",60544.00,14.2,41.21821,-91.256994
19117,IA,"Lucas County, IA",53085.00,17,41.03334,-93.331467
19119,IA,"Lyon County, IA",66139.00,21.4,43.38358,-96.207201
19121,IA,"Madison County, IA",72578.00,23.9,41.33062,-94.015184
19123,IA,"Mahaska County, IA",59242.00,22.3,41.3308,-92.636366
19125,IA,"Marion County, IA",66381.00,26.4,41.33146,-93.093849
19127,IA,"Marshall County, IA",55631.00,19,42.04169,-92.981452
19129,IA,"Mills County, IA",72679.00,23.7,41.0337,-95.619101
19131,IA,"Mitchell County, IA",61247.00,17.7,43.34856,-92.784466
19133,IA,"Monona County, IA",53104.00,16.7,42.04943,-95.956566
19135,IA,"Monroe County, IA",56397.00,16.6,41.02885,-92.869642
19137,IA,"Montgomery County, IA",52715.00,17.5,41.02174,-95.15779
19139,IA,"Muscatine County, IA",61767.00,22,41.48378,-91.118699
19141,IA,"O'Brien County, IA",60298.00,19.9,43.08375,-95.625624
19143,IA,"Osceola County, IA",60702.00,18.1,43.37854,-95.633788
19145,IA,"Page County, IA",52179.00,21.3,40.73909,-95.14429
19147,IA,"Palo Alto County, IA",55074.00,25,43.07585,-94.667297
19149,IA,"Plymouth County, IA",69165.00,21,42.73759,-96.215864
19151,IA,"Pocahontas County, IA",56146.00,14.7,42.73403,-94.678279
19153,IA,"Polk County, IA",67331.00,36.1,41.68428,-93.56972
19155,IA,"Pottawattamie County, IA",60322.00,21.2,41.34018,-95.544905
19157,IA,"Poweshiek County, IA",57741.00,25.1,41.68453,-92.522882
19159,IA,"Ringgold County, IA",50890.00,20.6,40.73533,-94.244251
19161,IA,"Sac County, IA",59392.00,20.6,42.38753,-95.105224
19163,IA,"Scott County, IA",65724.00,31.9,41.64168,-90.62229
19165,IA,"Shelby County, IA",60498.00,20.8,41.67901,-95.308917
19167,IA,"Sioux County, IA",71566.00,28.1,43.08285,-96.177929
19169,IA,"Story County, IA",64151.00,51.1,42.03754,-93.466093
19171,IA,"Tama County, IA",56281.00,16.1,42.07485,-92.529412
19173,IA,"Taylor County, IA",51510.00,14.9,40.73795,-94.697108
19175,IA,"Union County, IA",52914.00,17.2,41.02855,-94.245091
19177,IA,"Van Buren County, IA",50425.00,14.1,40.75412,-91.952943
19179,IA,"Wapello County, IA",50533.00,18,41.03126,-92.409482
19181,IA,"Warren County, IA",79557.00,31.7,41.33677,-93.564366
19183,IA,"Washington County, IA",63230.00,21.5,41.3294,-91.725052
19185,IA,"Wayne County, IA",49962.00,13,40.73998,-93.332613
19187,IA,"Webster County, IA",53344.00,19.6,42.4344,-94.179157
19189,IA,"Winnebago County, IA",50258.00,22.4,43.37812,-93.743488
19191,IA,"Winneshiek County, IA",65482.00,29.7,43.29299,-91.850788
19193,IA,"Woodbury County, IA",58419.00,23,42.39322,-96.053296
19195,IA,"Worth County, IA",60139.00,15.5,43.37349,-93.248533
19197,IA,"Wright County, IA",54251.00,17.7,42.73301,-93.734735
20001,KS,"Allen County, KS",46690.00,20.4,37.88423,-95.300945
20003,KS,"Anderson County, KS",51352.00,17.5,38.21511,-95.292046
20005,KS,"Atchison County, KS",51860.00,21.9,39.53254,-95.313398
20007,KS,"Barber County, KS",50660.00,18.3,37.22291,-98.685052
20009,KS,"Barton County, KS",50754.00,18.4,38.48124,-98.767837
20011,KS,"Bourbon County, KS",47452.00,20.6,37.8561,-94.850928
20013,KS,"Brown County, KS",47558.00,21.8,39.82593,-95.569905
20015,KS,"Butler County, KS",66199.00,29,37.77368,-96.838762
20017,KS,"Chase County, KS",51022.00,21.6,38.29855,-96.594064
20019,KS,"Chautauqua County, KS",43664.00,16.8,37.15426,-96.245396
20021,KS,"Cherokee County, KS",47682.00,19.1,37.16939,-94.845698
20023,KS,"Cheyenne County, KS",47323.00,26.3,39.78926,-101.727302
20025,KS,"Clark County, KS",59085.00,31.5,37.23383,-99.813869
20027,KS,"Clay County, KS",52781.00,27.2,39.34496,-97.168853
20029,KS,"Cloud County, KS",46299.00,22.5,39.48733,-97.64139
20031,KS,"Coffey County, KS",62715.00,22.9,38.23645,-95.729137
20033,KS,"Comanche County, KS",47854.00,18.6,37.18907,-99.254089
20035,KS,"Cowley County, KS",51537.00,20.1,37.23451,-96.837247
20037,KS,"Crawford County, KS",42723.00,29.5,37.50563,-94.853941
20039,KS,"Decatur County, KS",46878.00,23.5,39.78354,-100.459708
20041,KS,"Dickinson County, KS",58066.00,22.1,38.86774,-97.157943
20043,KS,"Doniphan County, KS",52596.00,19.3,39.7885,-95.147225
20045,KS,"Douglas County, KS",62559.00,50.4,38.89657,-95.290529
20047,KS,"Edwards County, KS",49047.00,17.9,37.8836,-99.304746
20049,KS,"Elk County, KS",41930.00,15,37.45603,-96.244642
20051,KS,"Ellis County, KS",51237.00,34.8,38.9146,-99.317329
20053,KS,"Ellsworth County, KS",56988.00,20.4,38.70085,-98.205355
20055,KS,"Finney County, KS",57412.00,17.1,38.04986,-100.739929
20057,KS,"Ford County, KS",54604.00,17.6,37.68837,-99.884734
20059,KS,"Franklin County, KS",55984.00,19.5,38.55802,-95.278962
20061,KS,"Geary County, KS",58978.00,21.9,39.00216,-96.768038
20063,KS,"Gove County, KS",52986.00,22.7,38.91724,-100.48736
20065,KS,"Graham County, KS",48912.00,26.2,39.34945,-99.880952
20067,KS,"Grant County, KS",65178.00,15.4,37.54754,-101.299362
20069,KS,"Gray County, KS",69077.00,21,37.74451,-100.451716
20071,KS,"Greeley County, KS",58492.00,29,38.48041,-101.805984
20073,KS,"Greenwood County, KS",44876.00,19.6,37.87866,-96.242232
20075,KS,"Hamilton County, KS",55857.00,18.2,37.99524,-101.793689
20077,KS,"Harper County, KS",47540.00,17.1,37.18818,-98.06659
20079,KS,"Harvey County, KS",62961.00,31,38.05014,-97.436707
20081,KS,"Haskell County, KS",62477.00,16.3,37.55855,-100.876869
20083,KS,"Hodgeman County, KS",58360.00,28.4,38.08749,-99.898407
20085,KS,"Jackson County, KS",60615.00,21.3,39.41099,-95.794509
20087,KS,"Jefferson County, KS",68549.00,21.9,39.23964,-95.375314
20089,KS,"Jewell County, KS",46017.00,16.9,39.77701,-98.222584
20091,KS,"Johnson County, KS",91913.00,55.3,38.88391,-94.82233
20093,KS,"Kearny County, KS",67301.00,15.9,37.99446,-101.308136
20095,KS,"Kingman County, KS",56907.00,24.2,37.55295,-98.144529
20097,KS,"Kiowa County, KS",49588.00,27.9,37.56123,-99.286539
20099,KS,"Labette County, KS",44170.00,17.8,37.19147,-95.297473
20101,KS,"Lane County, KS",60315.00,21.6,38.48129,-100.466185
20103,KS,"Leavenworth County, KS",75840.00,31.7,39.18951,-95.038977
20105,KS,"Lincoln County, KS",47557.00,22.6,39.04728,-98.214265
20107,KS,"Linn County, KS",62876.00,16,38.21655,-94.844932
20109,KS,"Logan County, KS",53538.00,17.6,38.91327,-101.157407
20111,KS,"Lyon County, KS",49840.00,27.3,38.4555,-96.161589
20113,KS,"McPherson County, KS",65834.00,29,38.39581,-97.647489
20115,KS,"Marion County, KS",51771.00,25.1,38.35965,-97.102771
20117,KS,"Marshall County, KS",55858.00,18.6,39.78271,-96.521243
20119,KS,"Meade County, KS",64640.00,20.1,37.24389,-100.360094
20121,KS,"Miami County, KS",74428.00,27.7,38.56677,-94.832963
20123,KS,"Mitchell County, KS",51979.00,25.3,39.39303,-98.207362
20125,KS,"Montgomery County, KS",44240.00,18.2,37.18954,-95.742403
20127,KS,"Morris County, KS",54775.00,20.1,38.6877,-96.644905
20129,KS,"Morton County, KS",56175.00,17.1,37.18525,-101.809516
20131,KS,"Nemaha County, KS",63373.00,24.5,39.79104,-96.005381
20133,KS,"Neosho County, KS",49533.00,20.6,37.56428,-95.315683
20135,KS,"Ness County, KS",54727.00,18.9,38.48044,-99.908745
20137,KS,"Norton County, KS",49739.00,15.9,39.78387,-99.899235
20139,KS,"Osage County, KS",55655.00,18.6,38.64971,-95.727275
20141,KS,"Osborne County, KS",46351.00,23,39.34865,-98.767876
20143,KS,"Ottawa County, KS",58729.00,23.5,39.13796,-97.654803
20145,KS,"Pawnee County, KS",65141.00,18.8,38.18287,-99.232154
20147,KS,"Phillips County, KS",51546.00,22.3,39.78451,-99.34215
20149,KS,"Pottawatomie County, KS",73685.00,34.5,39.38219,-96.337113
20151,KS,"Pratt County, KS",53980.00,28.1,37.64759,-98.74012
20153,KS,"Rawlins County, KS",50768.00,25.1,39.7862,-101.076738
20155,KS,"Reno County, KS",53371.00,20.5,37.94819,-98.078346
20157,KS,"Republic County, KS",47082.00,24.5,39.82891,-97.650921
20159,KS,"Rice County, KS",56350.00,23.2,38.34718,-98.201415
20161,KS,"Riley County, KS",51996.00,46,39.29121,-96.727489
20163,KS,"Rooks County, KS",49485.00,24,39.34601,-99.324492
20165,KS,"Rush County, KS",53189.00,23.1,38.52359,-99.309183
20167,KS,"Russell County, KS",46112.00,25.9,38.91684,-98.765638
20169,KS,"Saline County, KS",56741.00,26.2,38.78633,-97.650153
20171,KS,"Scott County, KS",62914.00,24.9,38.48188,-100.90636
20173,KS,"Sedgwick County, KS",60014.00,30.9,37.68381,-97.459451
20175,KS,"Seward County, KS",55727.00,11.1,37.18059,-100.854741
20177,KS,"Shawnee County, KS",59451.00,30.8,39.04181,-95.755664
20179,KS,"Sheridan County, KS",54627.00,21.4,39.35054,-100.441206
20181,KS,"Sherman County, KS",54000.00,19.1,39.35135,-101.719859
20183,KS,"Smith County, KS",45915.00,19.1,39.78466,-98.78543
20185,KS,"Stafford County, KS",51007.00,23.9,38.03563,-98.719889
20187,KS,"Stanton County, KS",63401.00,19.3,37.56593,-101.789383
20189,KS,"Stevens County, KS",61264.00,12.2,37.20236,-101.315796
20191,KS,"Sumner County, KS",53618.00,22.2,37.23666,-97.493349
20193,KS,"Thomas County, KS",58652.00,25.5,39.35771,-101.083439
20195,KS,"Trego County, KS",52597.00,22.8,38.9213,-99.865423
20197,KS,"Wabaunsee County, KS",66168.00,23.3,38.95515,-96.201262
20199,KS,"Wallace County, KS",54714.00,30.9,38.92663,-101.771103
20201,KS,"Washington County, KS",46263.00,20.3,39.77671,-97.095611
20203,KS,"Wichita County, KS",54009.00,21.1,38.48192,-101.347434
20205,KS,"Wilson County, KS",46243.00,14.4,37.55852,-95.745175
20207,KS,"Woodson County, KS",43751.00,13.5,37.88848,-95.757553
20209,KS,"Wyandotte County, KS",47292.00,17.4,39.11538,-94.763087
21001,KY,"Adair County, KY",37650.00,16.3,37.10554,-85.281401
21003,KY,"Allen County, KY",47307.00,14.6,36.75077,-86.192458
21005,KY,"Anderson County, KY",61308.00,20.3,38.0054,-84.986417
21007,KY,"Ballard County, KY",48053.00,13.3,37.05112,-89.009178
21009,KY,"Barren County, KY",44859.00,16,36.96361,-85.92499
21011,KY,"Bath County, KY",42248.00,12.4,38.15225,-83.737641
21013,KY,"Bell County, KY",30940.00,8.9,36.72268,-83.681046
21015,KY,"Boone County, KY",78806.00,31.6,38.9746,-84.731444
21017,KY,"Bourbon County, KY",47046.00,18.9,38.20256,-84.20986
21019,KY,"Boyd County, KY",50017.00,20.2,38.36,-82.681406
21021,KY,"Boyle County, KY",53644.00,23.4,37.6182,-84.873016
21023,KY,"Bracken County, KY",53289.00,13.7,38.67852,-84.100355
21025,KY,"Breathitt County, KY",33407.00,14.3,37.52118,-83.322401
21027,KY,"Breckinridge County, KY",46069.00,11.1,37.77811,-86.432829
21029,KY,"Bullitt County, KY",66335.00,14.2,37.96957,-85.703036
21031,KY,"Butler County, KY",46305.00,12.6,37.20701,-86.682471
21033,KY,"Caldwell County, KY",44144.00,15.3,37.14864,-87.87051
21035,KY,"Calloway County, KY",45574.00,29,36.62098,-88.274086
21037,KY,"Campbell County, KY",66520.00,33.5,38.94698,-84.379583
21039,KY,"Carlisle County, KY",49659.00,14.8,36.85773,-88.975757
21041,KY,"Carroll County, KY",51672.00,8.8,38.66828,-85.124083
21043,KY,"Carter County, KY",43492.00,13.7,38.30956,-83.048821
21045,KY,"Casey County, KY",34751.00,13.3,37.32196,-84.92822
21047,KY,"Christian County, KY",46390.00,17.3,36.89339,-87.493554
21049,KY,"Clark County, KY",55428.00,20.1,37.97013,-84.144974
21051,KY,"Clay County, KY",30175.00,9.5,37.16447,-83.710763
21053,KY,"Clinton County, KY",34005.00,10.1,36.72912,-85.153499
21055,KY,"Crittenden County, KY",44595.00,13.1,37.35815,-88.10501
21057,KY,"Cumberland County, KY",34897.00,13.1,36.78423,-85.393499
21059,KY,"Daviess County, KY",52620.00,22.9,37.73167,-87.087139
21061,KY,"Edmonson County, KY",47482.00,10.8,37.22786,-86.217778
21063,KY,"Elliott County, KY",34262.00,8.3,38.11643,-83.097541
21065,KY,"Estill County, KY",35004.00,9.9,37.69246,-83.963927
21067,KY,"Fayette County, KY",58981.00,42.9,38.04016,-84.458443
21069,KY,"Fleming County, KY",43943.00,12.7,38.36843,-83.706152
21071,KY,"Floyd County, KY",35828.00,11.2,37.55828,-82.740337
21073,KY,"Franklin County, KY",58917.00,29.8,38.23492,-84.868786
21075,KY,"Fulton County, KY",34376.00,13.3,36.55262,-89.187723
21077,KY,"Gallatin County, KY",55273.00,11.6,38.76018,-84.862114
21079,KY,"Garrard County, KY",51757.00,16.8,37.63016,-84.545856
21081,KY,"Grant County, KY",55210.00,13.6,38.64921,-84.625946
21083,KY,"Graves County, KY",48038.00,16.3,36.72334,-88.649897
21085,KY,"Grayson County, KY",43771.00,10.4,37.45858,-86.344011
21087,KY,"Green County, KY",38896.00,12,37.26964,-85.561403
21089,KY,"Greenup County, KY",52179.00,17.2,38.5636,-82.933833
21091,KY,"Hancock County, KY",60626.00,11,37.84339,-86.792773
21093,KY,"Hardin County, KY",57711.00,23,37.69584,-85.963183
21095,KY,"Harlan County, KY",30050.00,10.8,36.85922,-83.221497
21097,KY,"Harrison County, KY",51475.00,14.8,38.44349,-84.332796
21099,KY,"Hart County, KY",42718.00,11.8,37.31386,-85.881995
21101,KY,"Henderson County, KY",53199.00,17.9,37.79254,-87.572577
21103,KY,"Henry County, KY",51806.00,12.2,38.45156,-85.120079
21105,KY,"Hickman County, KY",52331.00,17.6,36.67592,-88.97202
21107,KY,"Hopkins County, KY",48769.00,16,37.31107,-87.542196
21109,KY,"Jackson County, KY",34940.00,12.2,37.40332,-84.020686
21111,KY,"Jefferson County, KY",59025.00,32.7,38.18953,-85.657624
21113,KY,"Jessamine County, KY",62533.00,29.5,37.87329,-84.58396
21115,KY,"Johnson County, KY",31202.00,14.9,37.84926,-82.830639
21117,KY,"Kenton County, KY",68692.00,30.4,38.93048,-84.533492
21119,KY,"Knott County, KY",32613.00,12.9,37.3547,-82.949138
21121,KY,"Knox County, KY",31634.00,13.1,36.88748,-83.85563
21123,KY,"Larue County, KY",49785.00,10.1,37.54552,-85.697209
21125,KY,"Laurel County, KY",44033.00,13.4,37.11327,-84.119395
21127,KY,"Lawrence County, KY",38055.00,10,38.07446,-82.738305
21129,KY,"Lee County, KY",30905.00,10.3,37.60538,-83.718497
21131,KY,"Leslie County, KY",32202.00,9.7,37.08785,-83.388616
21133,KY,"Letcher County, KY",32435.00,11.7,37.1185,-82.861175
21135,KY,"Lewis County, KY",37410.00,11,38.53205,-83.373303
21137,KY,"Lincoln County, KY",43220.00,11.1,37.45726,-84.658074
21139,KY,"Livingston County, KY",50521.00,11.4,37.20952,-88.363426
21141,KY,"Logan County, KY",48902.00,15,36.85983,-86.881436
21143,KY,"Lyon County, KY",52978.00,15.9,37.02398,-88.083391
21145,KY,"McCracken County, KY",48219.00,24.6,37.05369,-88.712378
21147,KY,"McCreary County, KY",32701.00,6.9,36.73114,-84.491052
21149,KY,"McLean County, KY",51184.00,12,37.53058,-87.262931
21151,KY,"Madison County, KY",50316.00,30.5,37.72353,-84.277008
21153,KY,"Magoffin County, KY",32045.00,9.7,37.69895,-83.069716
21155,KY,"Marion County, KY",48062.00,13.2,37.55225,-85.269242
21157,KY,"Marshall County, KY",57945.00,18.8,36.88202,-88.332752
21159,KY,"Martin County, KY",34291.00,8.5,37.79677,-82.506623
21161,KY,"Mason County, KY",47861.00,18.9,38.59407,-83.828052
21163,KY,"Meade County, KY",54946.00,18.2,37.96748,-86.200863
21165,KY,"Menifee County, KY",37457.00,11.3,37.95072,-83.597345
21167,KY,"Mercer County, KY",55267.00,17.5,37.81209,-84.879695
21169,KY,"Metcalfe County, KY",38978.00,13.1,36.99039,-85.629554
21171,KY,"Monroe County, KY",36512.00,12.9,36.71408,-85.713508
21173,KY,"Montgomery County, KY",52903.00,16.3,38.03814,-83.912338
21175,KY,"Morgan County, KY",37433.00,13.6,37.92294,-83.258944
21177,KY,"Muhlenberg County, KY",45049.00,11.1,37.21382,-87.134092
21179,KY,"Nelson County, KY",64795.00,17.2,37.80319,-85.465955
21181,KY,"Nicholas County, KY",38084.00,10.2,38.33713,-84.025554
21183,KY,"Ohio County, KY",47542.00,13.3,37.47786,-86.844871
21185,KY,"Oldham County, KY",101152.00,42.2,38.40005,-85.456059
21187,KY,"Owen County, KY",51494.00,9.9,38.4996,-84.841509
21189,KY,"Owsley County, KY",28727.00,16.2,37.42345,-83.691566
21191,KY,"Pendleton County, KY",58962.00,11.3,38.69077,-84.354041
21193,KY,"Perry County, KY",38000.00,12.3,37.24128,-83.217772
21195,KY,"Pike County, KY",36875.00,13,37.48207,-82.402869
21197,KY,"Powell County, KY",41760.00,14.7,37.81038,-83.826985
21199,KY,"Pulaski County, KY",43568.00,15.3,37.10831,-84.579986
21201,KY,"Robertson County, KY",47017.00,16,38.51383,-84.063757
21203,KY,"Rockcastle County, KY",40790.00,10.6,37.36122,-84.314419
21205,KY,"Rowan County, KY",44068.00,26.6,38.20589,-83.425969
21207,KY,"Russell County, KY",44056.00,12.9,36.98913,-85.058976
21209,KY,"Scott County, KY",74719.00,28.6,38.28988,-84.579376
21211,KY,"Shelby County, KY",71737.00,24.2,38.23943,-85.22836
21213,KY,"Simpson County, KY",52931.00,14.2,36.74086,-86.581464
21215,KY,"Spencer County, KY",79863.00,20.2,38.02698,-85.321525
21217,KY,"Taylor County, KY",48485.00,19.2,37.36511,-85.326698
21219,KY,"Todd County, KY",47742.00,12.9,36.84034,-87.183642
21221,KY,"Trigg County, KY",49955.00,16.9,36.80768,-87.858652
21223,KY,"Trimble County, KY",58998.00,12,38.61819,-85.355171
21225,KY,"Union County, KY",49870.00,11,37.65803,-87.95165
21227,KY,"Warren County, KY",53238.00,30.6,36.99563,-86.423579
21229,KY,"Washington County, KY",51286.00,17.7,37.75421,-85.175416
21231,KY,"Wayne County, KY",34449.00,12.8,36.80201,-84.83044
21233,KY,"Webster County, KY",49079.00,9.8,37.52002,-87.685095
21235,KY,"Whitley County, KY",38191.00,19.2,36.75802,-84.14455
21237,KY,"Wolfe County, KY",32773.00,7.6,37.74377,-83.495068
21239,KY,"Woodford County, KY",67815.00,32.9,38.04279,-84.748147
22001,LA,"Acadia Parish, LA",44728.00,13.4,30.2915,-92.411037
22003,LA,"Allen Parish, LA",47111.00,12.7,30.65274,-92.819605
22005,LA,"Ascension Parish, LA",83072.00,26.8,30.20295,-90.910023
22007,LA,"Assumption Parish, LA",51763.00,10.2,29.89988,-91.050528
22009,LA,"Avoyelles Parish, LA",38316.00,12.1,31.08509,-91.993798
22011,LA,"Beauregard Parish, LA",55343.00,17.5,30.64502,-93.340253
22013,LA,"Bienville Parish, LA",37198.00,12.4,32.34427,-93.061513
22015,LA,"Bossier Parish, LA",54080.00,25.6,32.6962,-93.617977
22017,LA,"Caddo Parish, LA",45613.00,23.5,32.5772,-93.882423
22019,LA,"Calcasieu Parish, LA",53050.00,21.9,30.22956,-93.358015
22021,LA,"Caldwell Parish, LA",44007.00,14.2,32.10124,-92.11418
22023,LA,"Cameron Parish, LA",60317.00,11.6,29.87199,-93.165437
22025,LA,"Catahoula Parish, LA",36794.00,11.7,31.66652,-91.846703
22027,LA,"Claiborne Parish, LA",36497.00,14.7,32.82759,-92.991125
22029,LA,"Concordia Parish, LA",36276.00,12.8,31.46981,-91.626314
22031,LA,"De Soto Parish, LA",47347.00,14.2,32.05925,-93.740797
22033,LA,"East Baton Rouge Parish, LA",56303.00,34.7,30.544,-91.093174
22035,LA,"East Carroll Parish, LA",29943.00,8.5,32.73017,-91.234141
22037,LA,"East Feliciana Parish, LA",50041.00,12.6,30.83978,-91.043434
22039,LA,"Evangeline Parish, LA",35146.00,12.8,30.72069,-92.404086
22041,LA,"Franklin Parish, LA",35484.00,11.9,32.13828,-91.672101
22043,LA,"Grant Parish, LA",49544.00,8.4,31.59779,-92.561716
22045,LA,"Iberia Parish, LA",47731.00,12.7,29.60601,-91.842706
22047,LA,"Iberville Parish, LA",55198.00,14.5,30.28839,-91.36315
22049,LA,"Jackson Parish, LA",43232.00,13.5,32.30448,-92.556672
22051,LA,"Jefferson Parish, LA",55909.00,26.1,29.5033,-90.036231
22053,LA,"Jefferson Davis Parish, LA",47988.00,15.9,30.26953,-92.816221
22055,LA,"Lafayette Parish, LA",60053.00,32.1,30.20651,-92.06417
22057,LA,"Lafourche Parish, LA",54145.00,16.6,29.49199,-90.394849
22059,LA,"LaSalle Parish, LA",51014.00,12.2,31.68084,-92.161809
22061,LA,"Lincoln Parish, LA",41608.00,36.5,32.60115,-92.662082
22063,LA,"Livingston Parish, LA",63852.00,18.3,30.44042,-90.727474
22065,LA,"Madison Parish, LA",32229.00,12.6,32.36582,-91.240729
22067,LA,"Morehouse Parish, LA",34922.00,13,32.82001,-91.800399
22069,LA,"Natchitoches Parish, LA",49536.00,17.8,31.73498,-93.086106
22071,LA,"Orleans Parish, LA",45092.00,36.8,30.06864,-89.939007
22073,LA,"Ouachita Parish, LA",43235.00,24.3,32.4775,-92.154798
22075,LA,"Plaquemines Parish, LA",60795.00,19.6,29.40234,-89.298489
22077,LA,"Pointe Coupee Parish, LA",48011.00,15.2,30.70832,-91.604621
