fips_txt,Stabr,area_name,median_HHI_2019,bach_deg_pct_14to18
22065,LA,"Madison Parish, LA","32,229",12.6
22067,LA,"Morehouse Parish, LA","34,922",13
22069,LA,"Natchitoches Parish, LA","49,536",17.8
22071,LA,"Orleans Parish, LA","45,092",36.8
22073,LA,"Ouachita Parish, LA","43,235",24.3
22075,LA,"Plaquemines Parish, LA","60,795",19.6
22077,LA,"Pointe Coupee Parish, LA","48,011",15.2
22079,LA,"Rapides Parish, LA","49,687",20.5
22081,LA,"Red River Parish, LA","39,806",13.9
22083,LA,"Richland Parish, LA","39,586",13.5
22085,LA,"Sabine Parish, LA","45,486",13.1
22087,LA,"St. Bernard Parish, LA","45,806",12.3
22089,LA,"St. Charles Parish, LA","71,579",24.2
22091,LA,"St. Helena Parish, LA","43,376",13.9
22093,LA,"St. James Parish, LA","57,250",14.3
22095,LA,"St. John the Baptist Parish, LA","54,944",16.3
22097,LA,"St. Landry Parish, LA","39,599",14.2
22099,LA,"St. Martin Parish, LA","47,247",14.4
22101,LA,"St. Mary Parish, LA","40,918",10.6
22103,LA,"St. Tammany Parish, LA","71,526",33.5
22105,LA,"Tangipahoa Parish, LA","47,860",19.4
22107,LA,"Tensas Parish, LA","31,436",10.5
22109,LA,"Terrebonne Parish, LA","51,719",15.8
22111,LA,"Union Parish, LA","44,617",14.6
22113,LA,"Vermilion Parish, LA","50,193",14.2
22115,LA,"Vernon Parish, LA","51,652",16.8
22117,LA,"Washington Parish, LA","35,505",11.7
22119,LA,"Webster Parish, LA","38,386",15.1
22121,LA,"West Baton Rouge Parish, LA","65,344",20.6
22123,LA,"West Carroll Parish, LA","42,614",12.6
22125,LA,"West Feliciana Parish, LA","65,296",22.2
22127,LA,"Winn Parish, LA","43,166",14.4
23001,ME,"Androscoggin County, ME","58,958",22.2
23003,ME,"Aroostook County, ME","40,675",18.9
23005,ME,"Cumberland County, ME","75,254",46.7
23007,ME,"Franklin County, ME","51,136",25.4
23009,ME,"Hancock County, ME","58,926",32.3
23011,ME,"Kennebec County, ME","55,358",27.1
23013,ME,"Knox County, ME","55,910",31
23015,ME,"Lincoln County, ME","58,619",32.7
23017,ME,"Oxford County, ME","50,344",19
23019,ME,"Penobscot County, ME","50,702",27.1
23021,ME,"Piscataquis County, ME","43,509",18.3
23023,ME,"Sagadahoc County, ME","65,841",35.5
23025,ME,"Somerset County, ME","45,333",16.5
23027,ME,"Waldo County, ME","51,073",29.6
23029,ME,"Washington County, ME","39,068",20.8
23031,ME,"York County, ME","66,803",31.4
24001,MD,"Allegany County, MD","48,170",18.3
24003,MD,"Anne Arundel County, MD","100,916",40.9
24005,MD,"Baltimore County, MD","76,972",38.6
24009,MD,"Calvert County, MD","111,056",31.1
24011,MD,"Caroline County, MD","60,143",16.9
24013,MD,"Carroll County, MD","101,810",35.6
24015,MD,"Cecil County, MD","75,307",22.8
24017,MD,"Charles County, MD","102,510",28.9
24019,MD,"Dorchester County, MD","48,709",20.8
24021,MD,"Frederick County, MD","102,951",40.6
24023,MD,"Garrett County, MD","59,253",20.1
24025,MD,"Harford County, MD","91,492",35.8
24027,MD,"Howard County, MD","121,329",61.4
24029,MD,"Kent County, MD","65,615",34.2
24031,MD,"Montgomery County, MD","110,012",59
24033,MD,"Prince George's County, MD","85,357",32.7
24035,MD,"Queen Anne's County, MD","101,350",34.9
24037,MD,"St. Mary's County, MD","89,123",31.5
24039,MD,"Somerset County, MD","38,731",15.7
24041,MD,"Talbot County, MD","75,714",38.6
24043,MD,"Washington County, MD","59,785",21.4
24045,MD,"Wicomico County, MD","54,351",26.8
24047,MD,"Worcester County, MD","65,821",30.4
24510,MD,"Baltimore city, MD","49,780",31.2
25001,MA,"Barnstable County, MA","82,686",42.8
25003,MA,"Berkshire County, MA","58,805",33.4
25005,MA,"Bristol County, MA","69,857",28
25007,MA,"Dukes County, MA","76,036",44.2
25009,MA,"Essex County, MA","83,253",39.4
25011,MA,"Franklin County, MA","60,143",37.2
25013,MA,"Hampden County, MA","59,918",27.2
25015,MA,"Hampshire County, MA","74,142",46.5
25017,MA,"Middlesex County, MA","106,543",55.2
25019,MA,"Nantucket County/town, MA","96,030",51.7
25021,MA,"Norfolk County, MA","106,851",53
25023,MA,"Plymouth County, MA","90,584",36.7
25025,MA,"Suffolk County, MA","75,843",44.8
25027,MA,"Worcester County, MA","77,795",35.9
26001,MI,"Alcona County, MI","41,491",15.7
26003,MI,"Alger County, MI","52,285",17.4
26005,MI,"Allegan County, MI","66,568",22.7
26007,MI,"Alpena County, MI","43,676",17.5
26009,MI,"Antrim County, MI","58,317",28.2
26011,MI,"Arenac County, MI","44,017",11.8
26013,MI,"Baraga County, MI","48,371",14.5
26015,MI,"Barry County, MI","67,703",20.1
26017,MI,"Bay County, MI","50,130",18.9
26019,MI,"Benzie County, MI","56,934",29.3
26021,MI,"Berrien County, MI","50,659",27.7
26023,MI,"Branch County, MI","52,255",14.2
26025,MI,"Calhoun County, MI","50,205",21.2
26027,MI,"Cass County, MI","55,029",19.1
26029,MI,"Charlevoix County, MI","58,831",31
26031,MI,"Cheboygan County, MI","47,876",20.5
26033,MI,"Chippewa County, MI","49,610",21
26035,MI,"Clare County, MI","42,480",12.1
26037,MI,"Clinton County, MI","72,666",31.4
26039,MI,"Crawford County, MI","49,114",18.8
26041,MI,"Delta County, MI","48,880",21.5
26043,MI,"Dickinson County, MI","53,751",26.5
26045,MI,"Eaton County, MI","65,891",26.8
26047,MI,"Emmet County, MI","59,456",33.7
26049,MI,"Genesee County, MI","50,554",20.9
26051,MI,"Gladwin County, MI","46,458",13.8
26053,MI,"Gogebic County, MI","39,030",19.8
26055,MI,"Grand Traverse County, MI","65,041",35.1
26057,MI,"Gratiot County, MI","51,046",14
26059,MI,"Hillsdale County, MI","50,015",17
26061,MI,"Houghton County, MI","45,006",33.2
26063,MI,"Huron County, MI","49,126",15.5
26065,MI,"Ingham County, MI","54,704",38.5
26067,MI,"Ionia County, MI","59,582",16.1
26069,MI,"Iosco County, MI","43,605",16.3
26071,MI,"Iron County, MI","46,814",18.8
26073,MI,"Isabella County, MI","46,677",29.2
26075,MI,"Jackson County, MI","56,001",21.4
26077,MI,"Kalamazoo County, MI","56,739",38.1
26079,MI,"Kalkaska County, MI","47,620",11.9
26081,MI,"Kent County, MI","66,560",35.2
26083,MI,"Keweenaw County, MI","47,318",30.4
26085,MI,"Lake County, MI","38,044",11.3
26087,MI,"Lapeer County, MI","66,415",17.8
26089,MI,"Leelanau County, MI","72,888",42.8
26091,MI,"Lenawee County, MI","55,466",20.9
26093,MI,"Livingston County, MI","87,827",34.8
26095,MI,"Luce County, MI","45,464",16.3
26097,MI,"Mackinac County, MI","44,986",21.8
26099,MI,"Macomb County, MI","65,051",24.5
26101,MI,"Manistee County, MI","50,047",20
26103,MI,"Marquette County, MI","54,913",31.5
26105,MI,"Mason County, MI","49,869",23.2
26107,MI,"Mecosta County, MI","47,705",21.9
26109,MI,"Menominee County, MI","49,189",16.7
26111,MI,"Midland County, MI","69,859",34
26113,MI,"Missaukee County, MI","51,317",13.2
26115,MI,"Monroe County, MI","64,341",19.1
26117,MI,"Montcalm County, MI","52,089",13
26119,MI,"Montmorency County, MI","40,126",12.8
26121,MI,"Muskegon County, MI","50,730",19.1
26123,MI,"Newaygo County, MI","51,772",15.9
26125,MI,"Oakland County, MI","81,257",46.4
26127,MI,"Oceana County, MI","52,319",18.8
26129,MI,"Ogemaw County, MI","41,347",12.1
26131,MI,"Ontonagon County, MI","45,531",17.5
26133,MI,"Osceola County, MI","47,343",13.8
26135,MI,"Oscoda County, MI","44,594",10.7
26137,MI,"Otsego County, MI","52,392",24.2
26139,MI,"Ottawa County, MI","69,827",33.5
26141,MI,"Presque Isle County, MI","47,339",17.3
26143,MI,"Roscommon County, MI","42,546",14.9
26145,MI,"Saginaw County, MI","48,471",21.1
26147,MI,"St. Clair County, MI","60,208",18.3
26149,MI,"St. Joseph County, MI","54,024",15.7
26151,MI,"Sanilac County, MI","49,917",14.2
26153,MI,"Schoolcraft County, MI","50,256",15.8
26155,MI,"Shiawassee County, MI","55,633",17.2
26157,MI,"Tuscola County, MI","52,342",13.6
26159,MI,"Van Buren County, MI","58,733",20.9
26161,MI,"Washtenaw County, MI","76,728",55.2
26163,MI,"Wayne County, MI","50,753",23.3
26165,MI,"Wexford County, MI","53,146",17.9
27001,MN,"Aitkin County, MN","51,936",17.4
27003,MN,"Anoka County, MN","83,363",29.7
27005,MN,"Becker County, MN","61,311",24.5
27007,MN,"Beltrami County, MN","54,638",28.1
27009,MN,"Benton County, MN","63,395",22.6
27011,MN,"Big Stone County, MN","52,692",15
27013,MN,"Blue Earth County, MN","60,408",33.6
27015,MN,"Brown County, MN","62,904",20.4
27017,MN,"Carlton County, MN","65,749",22.5
27019,MN,"Carver County, MN","101,891",48.1
27021,MN,"Cass County, MN","54,267",22.4
27023,MN,"Chippewa County, MN","54,984",19.1
27025,MN,"Chisago County, MN","84,811",20.5
27027,MN,"Clay County, MN","64,874",33.5
27029,MN,"Clearwater County, MN","54,896",16.1
27031,MN,"Cook County, MN","58,664",42.4
27033,MN,"Cottonwood County, MN","53,725",21.2
27035,MN,"Crow Wing County, MN","60,384",24.3
27037,MN,"Dakota County, MN","89,075",41.8
27039,MN,"Dodge County, MN","86,436",24.4
27041,MN,"Douglas County, MN","67,592",25.4
27043,MN,"Faribault County, MN","54,193",17.8
27045,MN,"Fillmore County, MN","62,716",21.1
27047,MN,"Freeborn County, MN","56,716",16.7
27049,MN,"Goodhue County, MN","71,497",25
27051,MN,"Grant County, MN","55,247",19.4
27053,MN,"Hennepin County, MN","82,323",49.2
27055,MN,"Houston County, MN","64,920",24
27057,MN,"Hubbard County, MN","56,064",27.2
27059,MN,"Isanti County, MN","77,963",17.7
27061,MN,"Itasca County, MN","58,660",22.7
27063,MN,"Jackson County, MN","57,915",22
27065,MN,"Kanabec County, MN","63,595",14.6
27067,MN,"Kandiyohi County, MN","64,129",23.4
27069,MN,"Kittson County, MN","62,762",23.9
27071,MN,"Koochiching County, MN","52,545",17.6
27073,MN,"Lac qui Parle County, MN","56,825",19.1
27075,MN,"Lake County, MN","61,082",29.8
27077,MN,"Lake of the Woods County, MN","56,244",19.3
27079,MN,"Le Sueur County, MN","75,519",22.4
27081,MN,"Lincoln County, MN","55,328",18.4
27083,MN,"Lyon County, MN","63,849",25.4
27085,MN,"McLeod County, MN","64,380",17.9
27087,MN,"Mahnomen County, MN","46,702",12.2
27089,MN,"Marshall County, MN","59,793",19
27091,MN,"Martin County, MN","54,602",20.1
27093,MN,"Meeker County, MN","63,812",18.8
27095,MN,"Mille Lacs County, MN","59,262",15.3
27097,MN,"Morrison County, MN","61,847",17.1
27099,MN,"Mower County, MN","55,276",21.7
27101,MN,"Murray County, MN","61,007",18.9
27103,MN,"Nicollet County, MN","71,067",32.6
27105,MN,"Nobles County, MN","57,300",15.3
27107,MN,"Norman County, MN","53,961",18.4
27109,MN,"Olmsted County, MN","80,631",44
27111,MN,"Otter Tail County, MN","59,901",25.1
27113,MN,"Pennington County, MN","55,870",20.1
27115,MN,"Pine County, MN","55,684",14.5
27117,MN,"Pipestone County, MN","55,405",21.4
27119,MN,"Polk County, MN","60,582",24.1
27121,MN,"Pope County, MN","59,442",21.9
27123,MN,"Ramsey County, MN","68,652",41.9
27125,MN,"Red Lake County, MN","58,384",16.9
27127,MN,"Redwood County, MN","60,097",18.6
27129,MN,"Renville County, MN","59,110",14.4
27131,MN,"Rice County, MN","72,438",27.5
27133,MN,"Rock County, MN","63,451",23
27135,MN,"Roseau County, MN","62,924",19.3
27137,MN,"St. Louis County, MN","60,228",28.7
27139,MN,"Scott County, MN","108,718",39.3
27141,MN,"Sherburne County, MN","95,323",27.4
27143,MN,"Sibley County, MN","66,757",16.7
27145,MN,"Stearns County, MN","66,449",27.8
27147,MN,"Steele County, MN","68,603",25
27149,MN,"Stevens County, MN","59,045",29.3
27151,MN,"Swift County, MN","60,127",18
27153,MN,"Todd County, MN","51,746",15.5
27155,MN,"Traverse County, MN","57,602",17
27157,MN,"Wabasha County, MN","63,435",21.9
27159,MN,"Wadena County, MN","50,663",13.6
27161,MN,"Waseca County, MN","63,907",20.5
27163,MN,"Washington County, MN","100,857",43.2
27165,MN,"Watonwan County, MN","57,290",15.3
27167,MN,"Wilkin County, MN","69,890",23.5
27169,MN,"Winona County, MN","64,219",29.8
27171,MN,"Wright County, MN","91,374",28.4
27173,MN,"Yellow Medicine County, MN","61,074",16.1
28001,MS,"Adams County, MS","34,583",17.8
28003,MS,"Alcorn County, MS","43,496",16.4
28005,MS,"Amite County, MS","41,575",13.1
28007,MS,"Attala County, MS","36,905",13.6
28009,MS,"Benton County, MS","37,875",10.3
28011,MS,"Bolivar County, MS","30,309",23.8
28013,MS,"Calhoun County, MS","38,648",11.3
28015,MS,"Carroll County, MS","44,885",14.5
28017,MS,"Chickasaw County, MS","37,533",12.4
28019,MS,"Choctaw County, MS","41,146",17.7
28021,MS,"Claiborne County, MS","31,221",19.1
28023,MS,"Clarke County, MS","42,826",11.7
28025,MS,"Clay County, MS","33,653",20.1
28027,MS,"Coahoma County, MS","30,242",17.1
28029,MS,"Copiah County, MS","42,299",14.2
28031,MS,"Covington County, MS","42,076",17.4
28033,MS,"DeSoto County, MS","67,450",24.1
28035,MS,"Forrest County, MS","40,224",27.6
28037,MS,"Franklin County, MS","41,420",15.3
28039,MS,"George County, MS","51,858",12.6
28041,MS,"Greene County, MS","48,641",8.6
28043,MS,"Grenada County, MS","40,561",19.7
28045,MS,"Hancock County, MS","50,401",23.2
28047,MS,"Harrison County, MS","49,619",22.3
28049,MS,"Hinds County, MS","44,773",29.1
28051,MS,"Holmes County, MS","26,348",9.9
28053,MS,"Humphreys County, MS","28,464",14.4
28055,MS,"Issaquena County, MS","30,944",6.7
28057,MS,"Itawamba County, MS","49,214",13.4
28059,MS,"Jackson County, MS","53,414",20.8
28061,MS,"Jasper County, MS","40,923",14.5
28063,MS,"Jefferson County, MS","30,871",15
28065,MS,"Jefferson Davis County, MS","32,077",13.9
28067,MS,"Jones County, MS","41,733",20.5
28069,MS,"Kemper County, MS","33,472",11
28071,MS,"Lafayette County, MS","54,034",43.9
28073,MS,"Lamar County, MS","62,606",35.2
28075,MS,"Lauderdale County, MS","41,604",20
28077,MS,"Lawrence County, MS","43,668",15.6
28079,MS,"Leake County, MS","41,007",12.8
28081,MS,"Lee County, MS","50,803",23.9
28083,MS,"Leflore County, MS","29,687",17.5
28085,MS,"Lincoln County, MS","45,062",16
28087,MS,"Lowndes County, MS","49,251",23.7
28089,MS,"Madison County, MS","70,824",47.7
28091,MS,"Marion County, MS","38,402",12.1
28093,MS,"Marshall County, MS","43,107",13.7
28095,MS,"Monroe County, MS","42,464",17.2
28097,MS,"Montgomery County, MS","38,475",20.4
28099,MS,"Neshoba County, MS","41,795",12.2
28101,MS,"Newton County, MS","42,962",16.6
28103,MS,"Noxubee County, MS","32,916",13.5
28105,MS,"Oktibbeha County, MS","41,631",43.5
28107,MS,"Panola County, MS","40,655",14.9
28109,MS,"Pearl River County, MS","45,874",16.4
28111,MS,"Perry County, MS","43,106",11
28113,MS,"Pike County, MS","35,044",15.5
28115,MS,"Pontotoc County, MS","48,910",15.9
28117,MS,"Prentiss County, MS","43,465",12.2
28119,MS,"Quitman County, MS","29,318",11.4
28121,MS,"Rankin County, MS","67,284",29.2
28123,MS,"Scott County, MS","41,532",12.7
28125,MS,"Sharkey County, MS","31,138",18.7
28127,MS,"Simpson County, MS","47,664",12.6
28129,MS,"Smith County, MS","46,296",12.5
28131,MS,"Stone County, MS","47,187",14.5
28133,MS,"Sunflower County, MS","32,948",15.4
28135,MS,"Tallahatchie County, MS","31,915",11.4
28137,MS,"Tate County, MS","50,188",17.4
28139,MS,"Tippah County, MS","44,696",15.5
28141,MS,"Tishomingo County, MS","43,341",10
28143,MS,"Tunica County, MS","33,993",16.8
28145,MS,"Union County, MS","49,320",14.8
28147,MS,"Walthall County, MS","35,465",13.4
28149,MS,"Warren County, MS","46,606",23.3
28151,MS,"Washington County, MS","31,018",18.8
28153,MS,"Wayne County, MS","39,036",16
28155,MS,"Webster County, MS","46,110",17.3
28157,MS,"Wilkinson County, MS","32,612",13.8
28159,MS,"Winston County, MS","37,596",16.6
28161,MS,"Yalobusha County, MS","40,515",14.2
28163,MS,"Yazoo County, MS","34,817",14.6
29001,MO,"Adair County, MO","43,044",30
29003,MO,"Andrew County, MO","62,823",23.8
29005,MO,"Atchison County, MO","50,516",22.5
29007,MO,"Audrain County, MO","45,609",14.5
29009,MO,"Barry County, MO","47,155",14.5
29011,MO,"Barton County, MO","46,397",18.1
29013,MO,"Bates County, MO","48,442",14.9
29015,MO,"Benton County, MO","42,144",13.4
29017,MO,"Bollinger County, MO","45,868",9.4
29019,MO,"Boone County, MO","58,029",46
29021,MO,"Buchanan County, MO","49,216",20.7
29023,MO,"Butler County, MO","41,327",13.8
29025,MO,"Caldwell County, MO","52,872",18.3
29027,MO,"Callaway County, MO","58,720",22.2
29029,MO,"Camden County, MO","51,460",21.8
29031,MO,"Cape Girardeau County, MO","57,618",30.5
29033,MO,"Carroll County, MO","50,628",17
29035,MO,"Carter County, MO","36,383",16.5
29037,MO,"Cass County, MO","73,882",26.1
29039,MO,"Cedar County, MO","38,427",15.3
29041,MO,"Chariton County, MO","50,589",18.4
29043,MO,"Christian County, MO","63,400",28.2
29045,MO,"Clark County, MO","46,001",13.5
29047,MO,"Clay County, MO","70,705",32.7
29049,MO,"Clinton County, MO","64,541",19.4
29051,MO,"Cole County, MO","61,847",32.9
29053,MO,"Cooper County, MO","56,957",21.4
29055,MO,"Crawford County, MO","48,315",11.2
29057,MO,"Dade County, MO","42,421",13.6
29059,MO,"Dallas County, MO","42,389",12.4
29061,MO,"Daviess County, MO","48,197",18.1
29063,MO,"DeKalb County, MO","53,997",15.3
29065,MO,"Dent County, MO","45,540",14.6
29067,MO,"Douglas County, MO","39,773",10.5
29069,MO,"Dunklin County, MO","38,880",13.1
29071,MO,"Franklin County, MO","61,428",20.1
29073,MO,"Gasconade County, MO","53,751",18.9
29075,MO,"Gentry County, MO","53,663",18
29077,MO,"Greene County, MO","45,313",30.2
29079,MO,"Grundy County, MO","44,323",18.8
29081,MO,"Harrison County, MO","43,016",16.2
29083,MO,"Henry County, MO","46,995",15.5
29085,MO,"Hickory County, MO","32,934",10
29087,MO,"Holt County, MO","47,429",19.8
29089,MO,"Howard County, MO","49,923",24.4
29091,MO,"Howell County, MO","40,177",16.5
29093,MO,"Iron County, MO","39,292",10.9
29095,MO,"Jackson County, MO","57,907",30.9
29097,MO,"Jasper County, MO","46,021",22.9
29099,MO,"Jefferson County, MO","68,779",20.2
29101,MO,"Johnson County, MO","58,396",28.4
29103,MO,"Knox County, MO","41,755",15.8
29105,MO,"Laclede County, MO","43,969",14.7
29107,MO,"Lafayette County, MO","62,264",20.1
29109,MO,"Lawrence County, MO","45,746",15.3
29111,MO,"Lewis County, MO","40,782",14
29113,MO,"Lincoln County, MO","69,178",15.9
29115,MO,"Linn County, MO","45,774",15.4
29117,MO,"Livingston County, MO","49,065",19.3
29119,MO,"McDonald County, MO","39,615",11.8
29121,MO,"Macon County, MO","45,717",15.7
29123,MO,"Madison County, MO","43,919",15.1
29125,MO,"Maries County, MO","49,712",14.1
29127,MO,"Marion County, MO","50,803",20.9
29129,MO,"Mercer County, MO","44,343",18
29131,MO,"Miller County, MO","49,252",16.6
29133,MO,"Mississippi County, MO","36,802",12.4
29135,MO,"Moniteau County, MO","57,321",19
29137,MO,"Monroe County, MO","48,399",12.8
29139,MO,"Montgomery County, MO","50,282",13.7
29141,MO,"Morgan County, MO","44,473",12.9
29143,MO,"New Madrid County, MO","42,115",12.7
29145,MO,"Newton County, MO","53,251",19.7
29147,MO,"Nodaway County, MO","47,419",27.8
29149,MO,"Oregon County, MO","35,356",12.2
29151,MO,"Osage County, MO","60,728",18.9
29153,MO,"Ozark County, MO","36,019",12.2
29155,MO,"Pemiscot County, MO","34,280",12.1
29157,MO,"Perry County, MO","57,032",16
29159,MO,"Pettis County, MO","48,516",18.4
29161,MO,"Phelps County, MO","46,573",29.5
29163,MO,"Pike County, MO","49,089",16.1
29165,MO,"Platte County, MO","84,456",41.8
29167,MO,"Polk County, MO","44,837",20.3
29169,MO,"Pulaski County, MO","55,620",25.9
29171,MO,"Putnam County, MO","42,434",18.9
29173,MO,"Ralls County, MO","63,419",13.6
29175,MO,"Randolph County, MO","48,043",15.3
29177,MO,"Ray County, MO","61,678",13.9
29179,MO,"Reynolds County, MO","37,415",11.1
29181,MO,"Ripley County, MO","35,788",10.9
29183,MO,"St. Charles County, MO","89,236",37.8
29185,MO,"St. Clair County, MO","39,319",13.4
29186,MO,"Ste. Genevieve County, MO","61,662",17.7
29187,MO,"St. Francois County, MO","43,886",14
29189,MO,"St. Louis County, MO","70,161",43.2
29195,MO,"Saline County, MO","47,324",18
29197,MO,"Schuyler County, MO","43,183",11.6
29199,MO,"Scotland County, MO","46,871",12
29201,MO,"Scott County, MO","44,924",14.5
29203,MO,"Shannon County, MO","36,477",15.8
29205,MO,"Shelby County, MO","45,939",17
29207,MO,"Stoddard County, MO","42,363",13.2
29209,MO,"Stone County, MO","50,262",18.4
29211,MO,"Sullivan County, MO","43,421",12.2
29213,MO,"Taney County, MO","49,314",18.4
29215,MO,"Texas County, MO","38,914",14.1
29217,MO,"Vernon County, MO","46,182",17.7
29219,MO,"Warren County, MO","63,726",18.6
29221,MO,"Washington County, MO","41,198",9.4
29223,MO,"Wayne County, MO","35,397",10.3
29225,MO,"Webster County, MO","54,844",16.9
29227,MO,"Worth County, MO","45,023",17.5
29229,MO,"Wright County, MO","39,384",11.4
29510,MO,"St. Louis city, MO","46,309",35
30001,MT,"Beaverhead County, MT","49,771",35.5
30003,MT,"Big Horn County, MT","43,718",17.4
30005,MT,"Blaine County, MT","44,090",21.8
30007,MT,"Broadwater County, MT","60,622",27
30009,MT,"Carbon County, MT","57,585",32
30011,MT,"Carter County, MT","49,057",17.5
30013,MT,"Cascade County, MT","51,732",26
30015,MT,"Chouteau County, MT","48,017",27.3
30017,MT,"Custer County, MT","49,379",22.5
30019,MT,"Daniels County, MT","50,001",21.9
30021,MT,"Dawson County, MT","56,677",21
30023,MT,"Deer Lodge County, MT","41,780",17.4
30025,MT,"Fallon County, MT","65,651",17.3
30027,MT,"Fergus County, MT","48,703",28.9
30029,MT,"Flathead County, MT","61,334",29.9
30031,MT,"Gallatin County, MT","73,731",49
30033,MT,"Garfield County, MT","43,106",16.8
30035,MT,"Glacier County, MT","41,808",19
30037,MT,"Golden Valley County, MT","40,469",25.9
30039,MT,"Granite County, MT","49,646",26.6
30041,MT,"Hill County, MT","51,881",24.5
30043,MT,"Jefferson County, MT","70,929",34
30045,MT,"Judith Basin County, MT","49,401",28.6
30047,MT,"Lake County, MT","49,019",28
30049,MT,"Lewis and Clark County, MT","66,075",38.6
30051,MT,"Liberty County, MT","41,240",16.6
30053,MT,"Lincoln County, MT","43,669",20.2
30055,MT,"McCone County, MT","48,551",16.1
30057,MT,"Madison County, MT","56,579",28.9
30059,MT,"Meagher County, MT","43,946",26.1
30061,MT,"Mineral County, MT","43,928",17.3
30063,MT,"Missoula County, MT","57,279",42.5
30065,MT,"Musselshell County, MT","48,290",14.1
30067,MT,"Park County, MT","51,740",32.4
30069,MT,"Petroleum County, MT","42,081",29
30071,MT,"Phillips County, MT","47,679",20.5
30073,MT,"Pondera County, MT","48,542",24.8
30075,MT,"Powder River County, MT","47,843",26.4
30077,MT,"Powell County, MT","49,387",21
30079,MT,"Prairie County, MT","46,663",20.9
30081,MT,"Ravalli County, MT","57,209",27.1
30083,MT,"Richland County, MT","69,095",19
30085,MT,"Roosevelt County, MT","38,409",17.1
30087,MT,"Rosebud County, MT","58,139",18
30089,MT,"Sanders County, MT","45,193",17.1
30091,MT,"Sheridan County, MT","51,111",23.6
30093,MT,"Silver Bow County, MT","49,249",26.4
30095,MT,"Stillwater County, MT","68,186",25.3
30097,MT,"Sweet Grass County, MT","55,259",25.5
30099,MT,"Teton County, MT","54,458",24.4
30101,MT,"Toole County, MT","49,448",14.5
30103,MT,"Treasure County, MT","51,754",23.5
30105,MT,"Valley County, MT","51,869",20.9
30107,MT,"Wheatland County, MT","42,059",19.8
30109,MT,"Wibaux County, MT","51,145",20.8
30111,MT,"Yellowstone County, MT","61,435",31
31001,NE,"Adams County, NE","55,182",24.9
31003,NE,"Antelope County, NE","50,771",19.1
31005,NE,"Arthur County, NE","46,417",27.9
31007,NE,"Banner County, NE","54,706",20.7
31009,NE,"Blaine County, NE","45,411",22.7
31011,NE,"Boone County, NE","58,204",20.6
31013,NE,"Box Butte County, NE","61,522",18.2
31015,NE,"Boyd County, NE","46,548",18.2
31017,NE,"Brown County, NE","48,843",19.8
31019,NE,"Buffalo County, NE","64,759",34.7
31021,NE,"Burt County, NE","54,554",18.1
31023,NE,"Butler County, NE","63,310",19.9
31025,NE,"Cass County, NE","72,915",27.4
31027,NE,"Cedar County, NE","60,400",19.4
31029,NE,"Chase County, NE","57,656",20.8
31031,NE,"Cherry County, NE","50,677",21.2
31033,NE,"Cheyenne County, NE","56,229",26.2
31035,NE,"Clay County, NE","63,829",18.4
31037,NE,"Colfax County, NE","62,472",14.5
31039,NE,"Cuming County, NE","59,505",23.2
31041,NE,"Custer County, NE","51,004",20.9
31043,NE,"Dakota County, NE","61,010",12.5
31045,NE,"Dawes County, NE","46,377",37
31047,NE,"Dawson County, NE","56,839",15.6
31049,NE,"Deuel County, NE","48,793",15.8
31051,NE,"Dixon County, NE","57,324",20.5
31053,NE,"Dodge County, NE","60,853",18.6
31055,NE,"Douglas County, NE","67,264",38.9
31057,NE,"Dundy County, NE","45,446",19.4
31059,NE,"Fillmore County, NE","60,440",19.9
31061,NE,"Franklin County, NE","49,659",16.6
31063,NE,"Frontier County, NE","55,712",20
31065,NE,"Furnas County, NE","50,705",18.9
31067,NE,"Gage County, NE","56,817",20.2
31069,NE,"Garden County, NE","41,158",24.9
31071,NE,"Garfield County, NE","52,707",22.2
31073,NE,"Gosper County, NE","64,870",26.4
31075,NE,"Grant County, NE","60,773",25.2
31077,NE,"Greeley County, NE","48,178",17.4
31079,NE,"Hall County, NE","57,371",20.9
31081,NE,"Hamilton County, NE","68,236",26
31083,NE,"Harlan County, NE","53,362",21.4
31085,NE,"Hayes County, NE","46,399",18.1
31087,NE,"Hitchcock County, NE","49,451",18.6
31089,NE,"Holt County, NE","54,474",21.2
31091,NE,"Hooker County, NE","50,093",23.9
31093,NE,"Howard County, NE","56,881",20.5
31095,NE,"Jefferson County, NE","56,740",15.3
31097,NE,"Johnson County, NE","54,567",16
31099,NE,"Kearney County, NE","64,461",22.7
31101,NE,"Keith County, NE","51,478",20.7
31103,NE,"Keya Paha County, NE","46,010",22.9
31105,NE,"Kimball County, NE","52,284",18.2
31107,NE,"Knox County, NE","53,676",21.7
31109,NE,"Lancaster County, NE","61,383",38.8
31111,NE,"Lincoln County, NE","60,924",22.1
31113,NE,"Logan County, NE","53,108",19.7
31115,NE,"Loup County, NE","51,559",23.2
31117,NE,"McPherson County, NE","52,033",24.9
31119,NE,"Madison County, NE","58,275",22.4
31121,NE,"Merrick County, NE","53,411",17.4
31123,NE,"Morrill County, NE","49,982",18.1
31125,NE,"Nance County, NE","55,853",19.8
31127,NE,"Nemaha County, NE","55,343",28.1
31129,NE,"Nuckolls County, NE","48,624",19.1
31131,NE,"Otoe County, NE","66,293",21.8
31133,NE,"Pawnee County, NE","47,006",17.5
31135,NE,"Perkins County, NE","63,443",25.8
31137,NE,"Phelps County, NE","61,420",25.9
